Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M7GD 16xlarge Extra Large,m7gd.16xlarge,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.1126 hourly,$2.591 hourly,$1.0569 hourly,unavailable,unavailable
M7GD Metal,m7gd.metal,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.1126 hourly,$2.591 hourly,$0.8102 hourly,unavailable,unavailable
M7I Large,m7i.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1208 hourly,$0.0799 hourly,$0.0413 hourly,$0.2128 hourly,$0.1719 hourly
M7I Extra Large,m7i.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2415 hourly,$0.1598 hourly,$0.0902 hourly,$0.4255 hourly,$0.3438 hourly
M7I Double Extra Large,m7i.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.483 hourly,$0.3195 hourly,$0.1964 hourly,$0.851 hourly,$0.6875 hourly
M7I Quadruple Extra Large,m7i.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.966 hourly,$0.639 hourly,$0.3979 hourly,$1.702 hourly,$1.375 hourly
M7I Eight Extra Large,m7i.8xlarge,128 GiB,32 vCPUs,EBS only,12.5 Gigabit,$1.932 hourly,$1.278 hourly,$0.7993 hourly,$3.404 hourly,$2.75 hourly
M7I 12xlarge Extra Large,m7i.12xlarge,192 GiB,48 vCPUs,EBS only,18.75 Gigabit,$2.898 hourly,$1.917 hourly,$0.897 hourly,$5.106 hourly,$4.125 hourly
M7I 16xlarge Extra Large,m7i.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.864 hourly,$2.556 hourly,$1.1706 hourly,$6.808 hourly,$5.50 hourly
M7I 24xlarge,m7i.24xlarge,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.796 hourly,$3.8341 hourly,$1.7163 hourly,$10.212 hourly,$8.2501 hourly
M7I 48xlarge,m7i.48xlarge,768 GiB,192 vCPUs,EBS only,50 Gigabit,$11.592 hourly,$7.6681 hourly,$2.7681 hourly,$20.424 hourly,$16.5001 hourly
M7I Metal-24xl,m7i.metal-24xl,384 GiB,96 vCPUs,EBS only,37.5 Gigabit,$5.796 hourly,$3.8341 hourly,$1.4513 hourly,$10.212 hourly,$8.2501 hourly
M7I Metal-48xl,m7i.metal-48xl,768 GiB,192 vCPUs,EBS only,50 Gigabit,$11.592 hourly,$7.6681 hourly,$2.0227 hourly,$20.424 hourly,$16.5001 hourly
M7I-FLEX Large,m7i-flex.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1147 hourly,$0.0759 hourly,$0.0503 hourly,$0.2021 hourly,$0.1633 hourly
M7I-FLEX Extra Large,m7i-flex.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2294 hourly,$0.1518 hourly,$0.0877 hourly,$0.4042 hourly,$0.3266 hourly
M7I-FLEX Double Extra Large,m7i-flex.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.4588 hourly,$0.3035 hourly,$0.1887 hourly,$0.8084 hourly,$0.6531 hourly
M7I-FLEX Quadruple Extra Large,m7i-flex.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.9177 hourly,$0.607 hourly,$0.3899 hourly,$1.6169 hourly,$1.3062 hourly
M7I-FLEX Eight Extra Large,m7i-flex.8xlarge,128 GiB,32 vCPUs,EBS only,Up to 12.5 Gigabit,$1.8354 hourly,$1.2141 hourly,$0.6308 hourly,$3.2338 hourly,$2.6125 hourly
M7I-FLEX 12xlarge Extra Large,m7i-flex.12xlarge,192 GiB,48 vCPUs,EBS only,Up to 18.75 Gigabit,$2.753 hourly,$1.8211 hourly,$0.8258 hourly,$4.961 hourly,$4.0291 hourly
M7I-FLEX 16xlarge Extra Large,m7i-flex.16xlarge,256 GiB,64 vCPUs,EBS only,Up to 25 Gigabit,$3.6707 hourly,$2.4281 hourly,$1.1122 hourly,$6.6147 hourly,$5.3721 hourly
M8G Medium,m8g.medium,4 GiB,1 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0538 hourly,$0.0356 hourly,$0.0173 hourly,unavailable,unavailable
M8G Large,m8g.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.1075 hourly,$0.0711 hourly,$0.0532 hourly,unavailable,unavailable
M8G Extra Large,m8g.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.2151 hourly,$0.1423 hourly,$0.084 hourly,unavailable,unavailable
M8G Double Extra Large,m8g.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,$0.4302 hourly,$0.2846 hourly,$0.1516 hourly,unavailable,unavailable
M8G Quadruple Extra Large,m8g.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,$0.8603 hourly,$0.5691 hourly,$0.313 hourly,unavailable,unavailable
M8G Eight Extra Large,m8g.8xlarge,128 GiB,32 vCPUs,EBS only,15 Gigabit,$1.7206 hourly,$1.1382 hourly,$0.6357 hourly,unavailable,unavailable
M8G 12xlarge Extra Large,m8g.12xlarge,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,$2.581 hourly,$1.7073 hourly,$0.6727 hourly,unavailable,unavailable
M8G 16xlarge Extra Large,m8g.16xlarge,256 GiB,64 vCPUs,EBS only,30 Gigabit,$3.4413 hourly,$2.2764 hourly,$0.9371 hourly,unavailable,unavailable
M8G 24xlarge,m8g.24xlarge,384 GiB,96 vCPUs,EBS only,40 Gigabit,$5.1619 hourly,$3.4146 hourly,$1.0903 hourly,unavailable,unavailable
M8G 48xlarge,m8g.48xlarge,768 GiB,192 vCPUs,EBS only,50 Gigabit,$10.3238 hourly,$6.8292 hourly,$2.2407 hourly,unavailable,unavailable
M8G Metal-24xl,m8g.metal-24xl,384 GiB,96 vCPUs,EBS only,40 Gigabit,$5.1619 hourly,$3.4146 hourly,$0.8146 hourly,unavailable,unavailable
M8G Metal-48xl,m8g.metal-48xl,768 GiB,192 vCPUs,EBS only,50 Gigabit,$10.3238 hourly,$6.8292 hourly,$1.6477 hourly,unavailable,unavailable
M8GD Medium,m8gd.medium,4 GiB,1 vCPUs,59 GB NVMe SSD,Up to 12.5 Gigabit,$0.0694 hourly,unavailable,$0.018 hourly,unavailable,unavailable
M8GD Large,m8gd.large,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.1388 hourly,unavailable,$0.0519 hourly,unavailable,unavailable
M8GD Extra Large,m8gd.xlarge,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.2776 hourly,unavailable,$0.0936 hourly,unavailable,unavailable
M8GD Double Extra Large,m8gd.2xlarge,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,$0.5552 hourly,unavailable,$0.1731 hourly,unavailable,unavailable
M8GD Quadruple Extra Large,m8gd.4xlarge,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,$1.1104 hourly,unavailable,$0.3847 hourly,unavailable,unavailable
M8GD Eight Extra Large,m8gd.8xlarge,128 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,$2.2208 hourly,unavailable,$0.6949 hourly,unavailable,unavailable
M8GD 12xlarge Extra Large,m8gd.12xlarge,192 GiB,48 vCPUs,2850 GB (3×950 GB NVMe SSD),22.5 Gigabit,$3.3312 hourly,unavailable,$0.7245 hourly,unavailable,unavailable
M8GD 16xlarge Extra Large,m8gd.16xlarge,256 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),30 Gigabit,$4.4416 hourly,unavailable,$1.1618 hourly,unavailable,unavailable
M8GD 24xlarge,m8gd.24xlarge,384 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$6.6624 hourly,unavailable,$1.2911 hourly,unavailable,unavailable
M8GD 48xlarge,m8gd.48xlarge,768 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$13.3248 hourly,unavailable,$3.0815 hourly,unavailable,unavailable
M8GD Metal-24xl,m8gd.metal-24xl,384 GiB,96 vCPUs,5700 GB (3×1900 GB NVMe SSD),40 Gigabit,$6.6624 hourly,unavailable,$0.9158 hourly,unavailable,unavailable
M8GD Metal-48xl,m8gd.metal-48xl,768 GiB,192 vCPUs,11400 GB (6×1900 GB NVMe SSD),50 Gigabit,$13.3248 hourly,unavailable,$2.4245 hourly,unavailable,unavailable
M8I Large,m8i.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Extra Large,m8i.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Double Extra Large,m8i.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Quadruple Extra Large,m8i.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Eight Extra Large,m8i.8xlarge,128 GiB,32 vCPUs,EBS only,15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I 12xlarge Extra Large,m8i.12xlarge,192 GiB,48 vCPUs,EBS only,22.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I 16xlarge Extra Large,m8i.16xlarge,256 GiB,64 vCPUs,EBS only,30 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I 24xlarge,m8i.24xlarge,384 GiB,96 vCPUs,EBS only,40 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I 32xlarge,m8i.32xlarge,512 GiB,128 vCPUs,EBS only,50 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I 48xlarge,m8i.48xlarge,768 GiB,192 vCPUs,EBS only,75 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I 96xlarge,m8i.96xlarge,1536 GiB,384 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Metal-48xl,m8i.metal-48xl,768 GiB,192 vCPUs,EBS only,75 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I Metal-96xl,m8i.metal-96xl,1536 GiB,384 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Large,m8i-flex.large,8 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Extra Large,m8i-flex.xlarge,16 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Double Extra Large,m8i-flex.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Quadruple Extra Large,m8i-flex.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX Eight Extra Large,m8i-flex.8xlarge,128 GiB,32 vCPUs,EBS only,Up to 15 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX 12xlarge Extra Large,m8i-flex.12xlarge,192 GiB,48 vCPUs,EBS only,Up to 22.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
M8I-FLEX 16xlarge Extra Large,m8i-flex.16xlarge,256 GiB,64 vCPUs,EBS only,Up to 30 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
MAC1 Metal,mac1.metal,32 GiB,12 vCPUs,EBS only,25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
MAC2 Metal,mac2.metal,16 GiB,8 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
MAC2-M1ULTRA Metal,mac2-m1ultra.metal,128 GiB,20 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
MAC2-M2 Metal,mac2-m2.metal,24 GiB,8 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
MAC2-M2PRO Metal,mac2-m2pro.metal,32 GiB,12 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
P2 General Purpose GPU Extra Large,p2.xlarge,61 GiB,4 vCPUs,EBS only,High,$1.326 hourly,unavailable,unavailable,$1.51 hourly,unavailable
P2 General Purpose GPU Eight Extra Large,p2.8xlarge,488 GiB,32 vCPUs,EBS only,10 Gigabit,$10.608 hourly,unavailable,unavailable,$12.08 hourly,unavailable
P2 General Purpose GPU 16xlarge Extra Large,p2.16xlarge,732 GiB,64 vCPUs,EBS only,20 Gigabit,$21.216 hourly,unavailable,unavailable,$24.16 hourly,unavailable
P3 High Performance GPU Double Extra Large,p3.2xlarge,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$3.823 hourly,unavailable,$0.6609 hourly,$4.191 hourly,unavailable
P3 High Performance GPU Eight Extra Large,p3.8xlarge,244 GiB,32 vCPUs,EBS only,10 Gigabit,$15.292 hourly,unavailable,$2.9246 hourly,$16.764 hourly,unavailable
P3 High Performance GPU 16xlarge Extra Large,p3.16xlarge,488 GiB,64 vCPUs,EBS only,25 Gigabit,$30.584 hourly,unavailable,$7.4297 hourly,$33.528 hourly,unavailable
P3DN 24xlarge,p3dn.24xlarge,768 GiB,96 vCPUs,1800 GB (2×900 GB NVMe SSD),100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,$27.433 hourly,$17.3924 hourly,$7.8697 hourly,unavailable,unavailable
P4DE 24xlarge,p4de.24xlarge,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,$34.2912 hourly,$21.7406 hourly,$10.6916 hourly,unavailable,unavailable
P5 Quadruple Extra Large,p5.4xlarge,256 GiB,16 vCPUs,3800 GB NVMe SSD,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
P5 48xlarge,p5.48xlarge,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
P5e High Performance Computing GPU 48xlarge,p5e.48xlarge,2048 GiB,192 vCPUs,EBS only,3200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
P5en High Performance Computing GPU 48xlarge,p5en.48xlarge,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
P6-B200 High Performance and Machine Learning GPU 48xlarge,p6-b200.48xlarge,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
P6E-GB200 36xlarge,p6e-gb200.36xlarge,960 GiB,144 vCPUs,EBS only,1700 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
R3 High-Memory Large,r3.large,15.25 GiB,2 vCPUs,32 GB SSD,Moderate,$0.20 hourly,$0.146 hourly,$0.058 hourly,$0.325 hourly,$0.279 hourly
R3 High-Memory Extra Large,r3.xlarge,30.5 GiB,4 vCPUs,80 GB SSD,Moderate,$0.40 hourly,$0.293 hourly,$0.1337 hourly,$0.65 hourly,$0.511 hourly
R3 High-Memory Double Extra Large,r3.2xlarge,61 GiB,8 vCPUs,160 GB SSD,High,$0.80 hourly,$0.585 hourly,$0.2939 hourly,$1.18 hourly,$0.992 hourly
R3 High-Memory Quadruple Extra Large,r3.4xlarge,122 GiB,16 vCPUs,320 GB SSD,High,$1.60 hourly,$1.17 hourly,$0.5114 hourly,$2.228 hourly,$1.843 hourly
R3 High-Memory Eight Extra Large,r3.8xlarge,244 GiB,32 vCPUs,640 GB (2×320 GB SSD),10 Gigabit,$3.201 hourly,$2.341 hourly,$1.1002 hourly,$4.069 hourly,$2.694 hourly
R4 High-Memory Large,r4.large,15.25 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.1601 hourly,$0.1008 hourly,$0.0642 hourly,$0.2521 hourly,$0.1928 hourly
R4 High-Memory Extra Large,r4.xlarge,30.5 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.3201 hourly,$0.2016 hourly,$0.1413 hourly,$0.5041 hourly,$0.3856 hourly
R4 High-Memory Double Extra Large,r4.2xlarge,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.6402 hourly,$0.4032 hourly,$0.2754 hourly,$1.0082 hourly,$0.7712 hourly
R4 High-Memory Quadruple Extra Large,r4.4xlarge,122 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.2804 hourly,$0.8064 hourly,$0.4713 hourly,$2.0164 hourly,$1.5424 hourly
R4 High-Memory Eight Extra Large,r4.8xlarge,244 GiB,32 vCPUs,EBS only,10 Gigabit,$2.5608 hourly,$1.6128 hourly,$0.7509 hourly,$4.0328 hourly,$3.0848 hourly
R4 High-Memory 16xlarge Extra Large,r4.16xlarge,488 GiB,64 vCPUs,EBS only,25 Gigabit,$5.1216 hourly,$3.2256 hourly,$1.2903 hourly,$8.0656 hourly,$6.1696 hourly
R5 Large,r5.large,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.152 hourly,$0.096 hourly,$0.0522 hourly,$0.244 hourly,$0.188 hourly
R5 Extra Large,r5.xlarge,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.304 hourly,$0.192 hourly,$0.1109 hourly,$0.488 hourly,$0.376 hourly
R5 Double Extra Large,r5.2xlarge,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.608 hourly,$0.383 hourly,$0.2002 hourly,$0.976 hourly,$0.751 hourly
R5 Quadruple Extra Large,r5.4xlarge,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.216 hourly,$0.766 hourly,$0.412 hourly,$1.952 hourly,$1.502 hourly
R5 Eight Extra Large,r5.8xlarge,256 GiB,32 vCPUs,EBS only,10 Gigabit,$2.432 hourly,$1.532 hourly,$0.6746 hourly,$3.904 hourly,$3.004 hourly
R5 12xlarge Extra Large,r5.12xlarge,384 GiB,48 vCPUs,EBS only,12 Gigabit,$3.648 hourly,$2.298 hourly,$1.172 hourly,$5.856 hourly,$4.506 hourly
R5 16xlarge Extra Large,r5.16xlarge,512 GiB,64 vCPUs,EBS only,20 Gigabit,$4.864 hourly,$3.064 hourly,$1.2929 hourly,$7.808 hourly,$6.008 hourly
R5 24xlarge,r5.24xlarge,768 GiB,96 vCPUs,EBS only,25 Gigabit,$7.296 hourly,$4.596 hourly,$1.4937 hourly,$11.712 hourly,$9.012 hourly
R5 Metal,r5.metal,768 GiB,96 vCPUs,EBS only,25 Gigabit,$7.296 hourly,$4.596 hourly,$1.7647 hourly,$11.712 hourly,$9.012 hourly
R5A Large,r5a.large,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.137 hourly,$0.086 hourly,$0.0693 hourly,$0.229 hourly,$0.178 hourly
R5A Extra Large,r5a.xlarge,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.274 hourly,$0.172 hourly,$0.1327 hourly,$0.458 hourly,$0.356 hourly
R5A Double Extra Large,r5a.2xlarge,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.548 hourly,$0.345 hourly,$0.2451 hourly,$0.916 hourly,$0.713 hourly
R5A Quadruple Extra Large,r5a.4xlarge,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.096 hourly,$0.689 hourly,$0.5239 hourly,$1.832 hourly,$1.425 hourly
R5A Eight Extra Large,r5a.8xlarge,256 GiB,32 vCPUs,EBS only,Up to 10 Gigabit,$2.192 hourly,$1.379 hourly,$0.9067 hourly,$3.664 hourly,$2.851 hourly
R5A 12xlarge Extra Large,r5a.12xlarge,384 GiB,48 vCPUs,EBS only,10 Gigabit,$3.288 hourly,$2.068 hourly,$1.3629 hourly,$5.496 hourly,$4.276 hourly
R5A 16xlarge Extra Large,r5a.16xlarge,512 GiB,64 vCPUs,EBS only,12 Gigabit,$4.384 hourly,$2.757 hourly,$1.801 hourly,$7.328 hourly,$5.701 hourly
R5A 24xlarge,r5a.24xlarge,768 GiB,96 vCPUs,EBS only,20 Gigabit,$6.576 hourly,$4.136 hourly,$1.9035 hourly,$10.992 hourly,$8.552 hourly
R5AD Large,r5ad.large,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.158 hourly,$0.10 hourly,$0.0694 hourly,$0.25 hourly,$0.192 hourly
R5AD Extra Large,r5ad.xlarge,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.316 hourly,$0.199 hourly,$0.1631 hourly,$0.50 hourly,$0.383 hourly
R5AD Double Extra Large,r5ad.2xlarge,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.632 hourly,$0.398 hourly,$0.295 hourly,$1.00 hourly,$0.766 hourly
R5AD Quadruple Extra Large,r5ad.4xlarge,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.264 hourly,$0.796 hourly,$0.6348 hourly,$2.00 hourly,$1.532 hourly
R5AD Eight Extra Large,r5ad.8xlarge,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$2.528 hourly,$1.593 hourly,$1.2205 hourly,$4.00 hourly,$3.065 hourly
R5AD 12xlarge Extra Large,r5ad.12xlarge,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$3.792 hourly,$2.389 hourly,$1.6657 hourly,$6.00 hourly,$4.597 hourly
R5AD 16xlarge Extra Large,r5ad.16xlarge,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$5.056 hourly,$3.185 hourly,$1.5946 hourly,$8.00 hourly,$6.129 hourly
R5AD 24xlarge,r5ad.24xlarge,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$7.584 hourly,$4.778 hourly,$2.2999 hourly,$12.00 hourly,$9.194 hourly
R5B Large,r5b.large,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.178 hourly,$0.1121 hourly,$0.0686 hourly,$0.27 hourly,$0.2041 hourly
R5B Extra Large,r5b.xlarge,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.356 hourly,$0.2243 hourly,$0.1558 hourly,$0.54 hourly,$0.4083 hourly
R5B Double Extra Large,r5b.2xlarge,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.712 hourly,$0.4486 hourly,$0.2983 hourly,$1.08 hourly,$0.8166 hourly
R5B Quadruple Extra Large,r5b.4xlarge,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.424 hourly,$0.8971 hourly,$0.6911 hourly,$2.16 hourly,$1.6331 hourly
R5B Eight Extra Large,r5b.8xlarge,256 GiB,32 vCPUs,EBS only,10 Gigabit,$2.848 hourly,$1.7942 hourly,$0.7862 hourly,$4.32 hourly,$3.2662 hourly
R5B 12xlarge Extra Large,r5b.12xlarge,384 GiB,48 vCPUs,EBS only,12 Gigabit,$4.272 hourly,$2.6914 hourly,$1.1184 hourly,$6.48 hourly,$4.8994 hourly
R5B 16xlarge Extra Large,r5b.16xlarge,512 GiB,64 vCPUs,EBS only,20 Gigabit,$5.696 hourly,$3.5885 hourly,$1.7929 hourly,$8.64 hourly,$6.5325 hourly
R5B 24xlarge,r5b.24xlarge,768 GiB,96 vCPUs,EBS only,25 Gigabit,$8.544 hourly,$5.3827 hourly,$2.0414 hourly,$12.96 hourly,$9.7987 hourly
R5B Metal,r5b.metal,768 GiB,96 vCPUs,EBS only,25 Gigabit,$8.544 hourly,$5.3827 hourly,$1.695 hourly,$12.96 hourly,$9.7987 hourly
R5D Large,r5d.large,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.173 hourly,$0.109 hourly,$0.0811 hourly,$0.265 hourly,$0.201 hourly
R5D Extra Large,r5d.xlarge,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.346 hourly,$0.218 hourly,$0.1652 hourly,$0.53 hourly,$0.402 hourly
R5D Double Extra Large,r5d.2xlarge,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.692 hourly,$0.436 hourly,$0.3279 hourly,$1.06 hourly,$0.804 hourly
R5D Quadruple Extra Large,r5d.4xlarge,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.384 hourly,$0.872 hourly,$0.6231 hourly,$2.12 hourly,$1.608 hourly
R5D Eight Extra Large,r5d.8xlarge,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$2.768 hourly,$1.744 hourly,$0.9895 hourly,$4.24 hourly,$3.216 hourly
R5D 12xlarge Extra Large,r5d.12xlarge,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$4.152 hourly,$2.616 hourly,$1.2629 hourly,$6.36 hourly,$4.824 hourly
R5D 16xlarge Extra Large,r5d.16xlarge,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$5.536 hourly,$3.488 hourly,$1.4965 hourly,$8.48 hourly,$6.432 hourly
R5D 24xlarge,r5d.24xlarge,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$8.304 hourly,$5.232 hourly,$2.3395 hourly,$12.72 hourly,$9.648 hourly
R5D Metal,r5d.metal,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$8.304 hourly,$5.232 hourly,$1.3177 hourly,$12.72 hourly,$9.648 hourly
R5DN Large,r5dn.large,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,$0.199 hourly,$0.125 hourly,$0.0857 hourly,$0.291 hourly,$0.217 hourly
R5DN Extra Large,r5dn.xlarge,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 25 Gigabit,$0.398 hourly,$0.251 hourly,$0.2057 hourly,$0.582 hourly,$0.435 hourly
R5DN Double Extra Large,r5dn.2xlarge,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 25 Gigabit,$0.796 hourly,$0.501 hourly,$0.3974 hourly,$1.164 hourly,$0.869 hourly
R5DN Quadruple Extra Large,r5dn.4xlarge,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 25 Gigabit,$1.592 hourly,$1.003 hourly,$0.6971 hourly,$2.328 hourly,$1.739 hourly
R5DN Eight Extra Large,r5dn.8xlarge,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),25 Gigabit,$3.184 hourly,$2.006 hourly,$1.3713 hourly,$4.656 hourly,$3.478 hourly
R5DN 12xlarge Extra Large,r5dn.12xlarge,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),50 Gigabit,$4.776 hourly,$3.009 hourly,$1.6001 hourly,$6.984 hourly,$5.217 hourly
R5DN 16xlarge Extra Large,r5dn.16xlarge,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),75 Gigabit,$6.368 hourly,$4.012 hourly,$2.368 hourly,$9.312 hourly,$6.956 hourly
